,性別,父牛,母の父,母の祖父,母の祖祖父,日令,体重,価格,年月日
19532,去勢,諒太郎,安福久,平茂勝,安平,280,326,615000,2020-06-11
19533,雌,諒太郎,安福久,平茂勝,安平,310,262,552000,2020-06-11
19534,雌,諒太郎,安平,福茂,頼山,272,284,549000,2020-06-11
19535,雌,諒太郎,安茂勝,福桜（宮）,糸晴（佐）,284,312,561000,2020-06-11
19536,雌,諒太郎,華春福,安福久,平茂勝,282,282,561000,2020-06-11
19537,雌,諒太郎,光平照,百合茂,福栄,274,296,587000,2020-06-11
19538,雌,諒太郎,勝忠平,安平,隆桜,307,306,574000,2020-06-11
19539,去勢,諒太郎,第１花国,安福久,勝忠平,308,315,577000,2020-06-11
19540,雌,諒太郎,忠富士,上福,安平,306,292,571000,2020-06-11
19541,去勢,諒太郎,白清８５の３,平茂勝,上福,273,349,687000,2020-06-11
19542,去勢,諒太郎,美津照重,百合茂,金幸,293,367,713000,2020-06-11
19543,雌,諒太郎,百合茂,金幸,安平,306,258,530000,2020-06-11
19544,去勢,諒太郎,百合茂,北国７の８,第２０平茂,309,353,553000,2020-06-11
19545,雌,諒太郎,福之国,福桜（宮）,飛騨白清,280,323,635000,2020-06-11
19546,去勢,諒太郎,平茂勝,福栄,北国７の８,306,308,521000,2020-06-11
19547,雌,諒太郎,平茂勝,紋次郎,神高福,306,309,546000,2020-06-11
19548,雌,諒太郎,平茂晴,市幸,福照,311,275,536000,2020-06-11
19549,去勢,諒太郎,平茂晴,百合茂,安平照,294,333,584000,2020-06-11
19550,去勢,諒太郎,隆之国,安糸福,平茂勝,276,330,628000,2020-06-11
19551,去勢,諒太郎,隆之国,安平,祖母錦,295,334,618000,2020-06-11
19552,去勢,凛斗福,忠富士,安平,福之国,281,313,563000,2020-06-11
19553,去勢,愛之国,安糸福,福谷桜,金幸,287,345,603000,2020-06-12
19554,去勢,愛之国,安糸福,平茂勝,安平,302,286,500000,2020-06-12
19555,去勢,愛之国,安糸福,平茂勝,安平,283,311,581000,2020-06-12
19556,雌,愛之国,安福久,金幸,神高福,307,281,501000,2020-06-12
19557,去勢,愛之国,安福久,金幸,第５隼福,286,354,735000,2020-06-12
19558,雌,愛之国,安福久,勝忠平,安平,299,282,511000,2020-06-12
19559,去勢,愛之国,安福久,勝忠平,平茂勝,277,297,597000,2020-06-12
19560,去勢,愛之国,安福久,第１花国,平茂勝,277,336,664000,2020-06-12
19561,去勢,愛之国,安福久,百合茂,福桜（宮）,265,341,715000,2020-06-12
19562,雌,愛之国,安福久,福之国,福桜（宮）,283,309,550000,2020-06-12
19563,雌,愛之国,安福久,平茂勝,安平,286,270,531000,2020-06-12
19564,去勢,愛之国,安福久,平茂勝,糸福（大）,298,303,601000,2020-06-12
19565,雌,愛之国,安福久,平茂勝,隆桜,281,245,396000,2020-06-12
19566,去勢,愛之国,安福久,平茂晴,安平,316,315,654000,2020-06-12
19567,去勢,愛之国,安茂晴,平茂勝,安平,294,295,508000,2020-06-12
19568,雌,愛之国,喜亀忠,華春福,神高福,323,276,455000,2020-06-12
19569,雌,愛之国,義平福,金幸,平茂勝,310,310,459000,2020-06-12
19570,去勢,愛之国,金幸,平茂勝,忠福,303,325,602000,2020-06-12
19571,去勢,愛之国,幸紀雄,安福久,百合茂,275,325,756000,2020-06-12
19572,去勢,愛之国,耕富士,安福久,第１花国,305,309,539000,2020-06-12
19573,雌,愛之国,勝忠平,安福久,百合茂,304,312,524000,2020-06-12
19574,去勢,愛之国,勝忠平,安福久,百合茂,304,301,554000,2020-06-12
19575,去勢,愛之国,勝忠平,安平,隆桜,272,381,691000,2020-06-12
19576,去勢,愛之国,勝忠平,金幸,神高福,276,332,588000,2020-06-12
19577,雌,愛之国,神宝正,大船７,秀福,303,312,392000,2020-06-12
19578,雌,愛之国,聖香藤,安福久,平茂勝,273,260,499000,2020-06-12
19579,雌,愛之国,忠富士,上福,糸秀,281,296,467000,2020-06-12
19580,去勢,愛之国,美国桜,安福久,安平,297,335,793000,2020-06-12
19581,去勢,愛之国,美津照重,勝忠平,安平照,290,370,666000,2020-06-12
19582,去勢,愛之国,美津照重,勝忠平,美津福,316,308,505000,2020-06-12
19583,雌,愛之国,美津照重,百合茂,安糸福,282,264,471000,2020-06-12
19584,雌,愛之国,美津照重,平茂勝,安平,293,301,518000,2020-06-12
19585,雌,愛之国,百合茂,安福久,安平,299,335,497000,2020-06-12
19586,去勢,愛之国,百合茂,安福久,平茂勝,292,338,693000,2020-06-12
19587,雌,愛之国,百合茂,安平,福桜（宮）,297,278,503000,2020-06-12
19588,雌,愛之国,百合茂,平茂勝,美津福,272,318,481000,2020-06-12
19589,去勢,愛之国,百合茂,平茂勝,福桜（宮）,283,307,577000,2020-06-12
19590,去勢,愛之国,百合茂,紋次郎,平茂勝,291,324,618000,2020-06-12
19591,雌,愛之国,百合茂,隆桜,第２０平茂,287,279,494000,2020-06-12
19592,雌,愛之国,福華１,平茂勝,福桜（宮）,297,302,496000,2020-06-12
19593,雌,愛之国,平茂幸,美津福,糸福（大）,304,223,365000,2020-06-12
19594,去勢,愛之国,北平安,平忠勝,神高福,278,338,608000,2020-06-12
19595,去勢,愛之国,茂久桜,勝忠平,安平照,293,309,502000,2020-06-12
19596,雌,愛之国,茂重安福（岐）,平茂勝,安福１６５の９,273,229,420000,2020-06-12
19597,去勢,愛之国,隆之国,安糸福,糸藤（鹿）,301,364,661000,2020-06-12
19598,雌,愛之国,隆之国,安福久,勝忠平,306,286,525000,2020-06-12
19599,去勢,愛之国,隆之国,安福久,勝忠平,307,316,559000,2020-06-12
19600,去勢,愛之国,隆之国,安福久,平茂勝,315,341,600000,2020-06-12
19601,雌,愛之国,隆之国,安福久,平茂晴,305,261,478000,2020-06-12
19602,去勢,愛之国,諒太郎,安福久,平茂晴,307,326,599000,2020-06-12
19603,雌,安亀忠,華春福,百合茂,糸福（大）,301,369,781000,2020-06-12
19604,雌,安亀忠,上茂福,福桜（宮）,紋次郎,309,271,438000,2020-06-12
19605,去勢,安亀忠,美津照重,勝忠平,金幸,314,318,614000,2020-06-12
19606,雌,安亀忠,百合白清２,白清８５の３,平茂勝,284,350,584000,2020-06-12
19607,去勢,安福久,華春福,百合茂,安福久,284,336,640000,2020-06-12
19608,去勢,安福久,勝忠平,安福久,勝忠平,283,348,742000,2020-06-12
19609,去勢,安福久,勝忠平,第１花国,安平,289,351,625000,2020-06-12
19610,去勢,安福久,勝忠平,第１花国,紋次郎,305,359,662000,2020-06-12
19611,去勢,安福久,美穂国,忠富士,茂福（宮）,284,309,576000,2020-06-12
19612,去勢,安福久,百合茂,福之国,平茂勝,284,338,612000,2020-06-12
19613,去勢,安福久,隆之国,勝忠平,福栄,279,352,670000,2020-06-12
19614,雌,安福勝,美津百合,安茂勝,第５隼福,289,326,484000,2020-06-12
19615,雌,安平幸,百合茂,第５隼福,寿高,320,265,452000,2020-06-12
19616,去勢,安平幸,平茂勝,安平,糸秀,319,306,501000,2020-06-12
19617,雌,安茂勝,安平照,北国７の８,忠福,317,271,371000,2020-06-12
19618,雌,安茂晴,安福久,平茂勝,第５隼福,275,253,424000,2020-06-12
19619,雌,夏百合,安福久,平茂勝,安平,316,326,558000,2020-06-12
19620,雌,夏百合,勝平正,安平,隆桜,297,289,433000,2020-06-12
19621,雌,夏百合,福桜（宮）,糸秀,安平,312,326,449000,2020-06-12
19622,去勢,花国白清,安重福,平茂勝,牛若丸,290,287,466000,2020-06-12
19623,去勢,花之国,茂洋,勝忠平,平茂勝,316,403,770000,2020-06-12
19624,去勢,華春久,勝忠平,百合茂,美津照,284,352,753000,2020-06-12
19625,去勢,華春久,平茂勝,北国７の８,安福１６５の９,300,301,508000,2020-06-12
19626,雌,華忠良,勝忠平,神高福,第２０平茂,297,265,450000,2020-06-12
19627,去勢,喜亀忠,金幸,安平,福茂,301,330,568000,2020-06-12
19628,去勢,喜亀忠,金幸,平茂勝,忠福,276,306,601000,2020-06-12
19629,雌,喜亀忠,金幸,平茂勝,紋次郎,297,300,490000,2020-06-12
19630,雌,喜亀忠,勝忠平,金幸,神高福,289,296,489000,2020-06-12
19631,去勢,紀多福,第１花国,花清国,菊谷,278,309,600000,2020-06-12
19632,雌,紀多福,平茂晴,安福久,勝忠平,256,278,568000,2020-06-12
19633,去勢,紀多福,茂洋,安平,隆桜,276,351,646000,2020-06-12
19634,雌,久百合,隆之国,安福久,第１花国,295,273,493000,2020-06-12
19635,雌,久茂福,勝忠平,安平,第２０平茂,296,321,483000,2020-06-12
19636,雌,金太郎３,安福久,勝忠平,安平,307,296,610000,2020-06-12
19637,去勢,金太郎３,安福久,第１花国,平茂勝,282,345,715000,2020-06-12
19638,去勢,金太郎３,安福久,百合茂,平茂晴,276,366,752000,2020-06-12
19639,雌,金太郎３,安福久,平茂勝,金幸,301,360,1118000,2020-06-12
19640,去勢,金太郎３,安福久,平茂勝,福栄,299,352,804000,2020-06-12
19641,去勢,金太郎３,安福久,平茂勝,紋次郎,287,381,992000,2020-06-12
19642,去勢,光福久,平茂晴,福桜（宮）,糸秀,274,304,538000,2020-06-12
19643,去勢,光平照,勝忠平,安糸福,北国７の８,295,301,603000,2020-06-12
19644,去勢,光平照,百合茂,安福久,平茂勝,298,305,686000,2020-06-12
19645,雌,光平照,平茂勝,安福久,勝忠平,303,301,604000,2020-06-12
19646,去勢,好平茂,安福久,平茂勝,神高福,276,256,429000,2020-06-12
19647,去勢,幸紀雄,安福久,金幸,忠茂,294,364,928000,2020-06-12
19648,雌,幸紀雄,安福久,金幸,平茂勝,299,281,516000,2020-06-12
19649,雌,幸紀雄,安福久,金幸,平茂勝,291,276,560000,2020-06-12
19650,去勢,幸紀雄,安福久,勝忠平,安平,272,324,732000,2020-06-12
19651,去勢,幸紀雄,安福久,勝忠平,第１花国,285,336,606000,2020-06-12
19652,去勢,幸紀雄,安福久,勝忠平,福之国,301,429,897000,2020-06-12
19653,去勢,幸紀雄,安福久,勝忠平,北国７の８,289,290,653000,2020-06-12
19654,去勢,幸紀雄,安福久,平茂晴,平茂勝,291,286,579000,2020-06-12
19655,去勢,幸紀雄,安福久,隆之国,百合茂,282,351,907000,2020-06-12
19656,雌,幸紀雄,華春福,安福久,金幸,272,269,517000,2020-06-12
19657,去勢,幸紀雄,華春福,百合茂,安糸福,305,384,785000,2020-06-12
19658,去勢,幸紀雄,飛騨白清,北国７の８,紋次郎,281,298,513000,2020-06-12
19659,去勢,幸紀雄,美国桜,安福久,平茂勝,294,324,836000,2020-06-12
19660,雌,幸紀雄,美国桜,百合茂,安平照,281,285,572000,2020-06-12
19661,去勢,幸紀雄,平茂晴,安福久,平茂勝,265,342,696000,2020-06-12
19662,雌,幸紀雄,平茂晴,勝忠平,安平,308,285,517000,2020-06-12
19663,雌,幸紀雄,芳之国,安福久,第１花国,270,261,505000,2020-06-12
19664,去勢,幸紀雄,隆之国,百合茂,安福久,301,336,696000,2020-06-12
19665,去勢,耕富士,百合茂,平茂勝,神高福,256,281,488000,2020-06-12
19666,去勢,耕富士,福桜（宮）,安平,隆美,290,361,651000,2020-06-12
19667,雌,耕富士,福之国,安平,平茂勝,297,296,688000,2020-06-12
19668,去勢,実有貴,安平照,平茂勝,紋次郎,291,346,602000,2020-06-12
19669,去勢,実有貴,勝忠平,金幸,平茂勝,284,371,588000,2020-06-12
19670,去勢,実有貴,百合茂,糸福（大）,紋次郎,290,350,645000,2020-06-12
19671,去勢,実有貴,福桜（宮）,日向国,安平,274,378,634000,2020-06-12
19672,去勢,若百合,安福久,忠富士,福之国,293,368,852000,2020-06-12
19673,雌,若百合,安福久,百合茂,糸福（大）,290,326,572000,2020-06-12
19674,去勢,若百合,安福久,福桜（宮）,安平,299,384,773000,2020-06-12
19675,去勢,若百合,華春福,勝忠平,神高福,312,377,740000,2020-06-12
19676,去勢,若百合,勝忠平,安平,福茂,259,295,606000,2020-06-12
19677,去勢,若百合,美津照重,勝忠平,第１花国,270,262,617000,2020-06-12
19678,雌,若百合,隆之国,安福久,勝忠平,277,273,541000,2020-06-12
19679,去勢,若百合,諒太郎,北仁,糸秀波,268,276,526000,2020-06-12
19680,去勢,秀幸福,金幸,平茂勝,紋次郎,277,342,597000,2020-06-12
19681,去勢,秋忠平,直太郎,安福久,金幸,289,349,666000,2020-06-12
19682,去勢,秋忠平,直太郎,安福久,金幸,289,344,764000,2020-06-12
19683,去勢,勝早桜５,安福久,平茂勝,紋次郎,281,338,720000,2020-06-12
19684,去勢,勝早桜５,美津照重,百合茂,金幸,287,230,125000,2020-06-12
19685,去勢,勝早桜５,福栄,第６栄,祖母錦,296,346,641000,2020-06-12
19686,去勢,勝忠鶴,隆之国,平茂勝,紋次郎,314,310,479000,2020-06-12
19687,去勢,勝忠平,光平照,平茂勝,安平,317,374,736000,2020-06-12
19688,去勢,勝忠平,隆之国,安福久,勝忠平,283,394,902000,2020-06-12
19689,雌,勝茂久,第１花国,安平,隆桜,279,342,531000,2020-06-12
19690,去勢,晴茂平,美津照重,百合茂,安平照,310,349,595000,2020-06-12
19691,雌,聖香藤,安福久,平茂勝,安平,288,308,692000,2020-06-12
19692,雌,聖香藤,金幸,平茂勝,神高福,285,252,490000,2020-06-12
19693,去勢,聖香藤,忠富士,福桜（宮）,安平,311,364,652000,2020-06-12
19694,雌,聖香藤,百合茂,北国７の８,安平,294,285,422000,2020-06-12
19695,去勢,聖香藤,福之国,安平,福桜（宮）,297,368,650000,2020-06-12
19696,雌,忠久勝,平茂晴,金幸,第５隼福,301,367,595000,2020-06-12
19697,去勢,直太郎,安福久,金幸,平茂勝,273,402,997000,2020-06-12
19698,去勢,直太郎,安福久,勝忠平,安平,296,345,724000,2020-06-12
19699,雌,直太郎,安福久,勝忠平,平茂勝,314,324,563000,2020-06-12
19700,雌,直太郎,安福久,勝忠平,隆桜,290,295,577000,2020-06-12
19701,去勢,直太郎,安福久,平茂勝,美津福,300,323,801000,2020-06-12
19702,雌,直太郎,第１花国,平茂勝,紋次郎,278,339,520000,2020-06-12
19703,雌,直太郎,紋次郎,福桜（宮）,糸秀,270,322,485000,2020-06-12
19704,雌,徳久福,百合茂,安平,隆桜,311,285,443000,2020-06-12
19705,雌,徳久福,隆之国,百合茂,安糸福,292,273,516000,2020-06-12
19706,雌,徳悠翔,安福久,平茂勝,北国７の８,278,266,539000,2020-06-12
19707,雌,美国桜,安糸福,安福１６５の９,糸福（大）,306,282,556000,2020-06-12
19708,去勢,美国桜,安福久,安平,隆桜,299,270,525000,2020-06-12
19709,去勢,美国桜,安福久,金幸,忠福,289,311,693000,2020-06-12
19710,去勢,美国桜,安福久,百合白清２,第１花国,287,289,499000,2020-06-12
19711,去勢,美国桜,安福久,平茂勝,安平,335,252,421000,2020-06-12
19712,雌,美国桜,安福久,平茂勝,北国７の８,296,317,894000,2020-06-12
19713,去勢,美国桜,華春福,安福久,金幸,268,311,640000,2020-06-12
19714,去勢,美国桜,華春福,安福久,金幸,296,358,853000,2020-06-12
19715,雌,美国桜,華春福,安福久,百合茂,298,307,803000,2020-06-12
19716,雌,美国桜,華春福,安福久,百合茂,284,275,944000,2020-06-12
19717,去勢,美国桜,華春福,金幸福,安福久,300,356,808000,2020-06-12
19718,去勢,美国桜,幸紀雄,安福久,勝忠平,300,303,574000,2020-06-12
19719,雌,美国桜,幸紀雄,茂勝栄,北国７の３,287,280,559000,2020-06-12
19720,雌,美国桜,勝忠平,安福久,平茂勝,296,354,1111000,2020-06-12
19721,雌,美国桜,勝忠平,百合茂,安福１６５の９,291,246,503000,2020-06-12
19722,去勢,美国桜,勝忠平,百合茂,第１花国,286,257,454000,2020-06-12
19723,去勢,美国桜,直太郎,安福久,平茂勝,301,358,642000,2020-06-12
19724,去勢,美国桜,直太郎,平茂勝,福桜（宮）,318,359,600000,2020-06-12
19725,去勢,美国桜,美津照重,福栄,福桜（宮）,310,283,362000,2020-06-12
19726,雌,美国桜,百合白清２,勝忠平,平茂晴,299,291,646000,2020-06-12
19727,雌,美国桜,百合茂,安福久,平茂勝,286,257,616000,2020-06-12
19728,去勢,美国桜,百合茂,安福久,平茂勝,285,323,675000,2020-06-12
19729,雌,美国桜,百合茂,福之国,安平,304,312,716000,2020-06-12
19730,雌,美国桜,茂勝朗,安福久,平茂勝,272,232,541000,2020-06-12
19731,雌,美国桜,隆之国,百合茂,安福久,289,351,660000,2020-06-12
19732,雌,美国桜,隆之国,平茂晴,平茂勝,285,283,609000,2020-06-12
19733,去勢,美津照重,安糸福,平茂勝,高栄,276,365,623000,2020-06-12
19734,雌,美津照重,安糸福,平茂勝,紋次郎,279,286,467000,2020-06-12
19735,去勢,美津照重,安福久,金幸,平茂勝,299,351,853000,2020-06-12
19736,去勢,美津照重,安福久,勝忠平,北国７の８,296,313,675000,2020-06-12
19737,去勢,美津照重,安福久,第５隼福,第２２平茂,312,362,836000,2020-06-12
19738,去勢,美津照重,安福久,百合茂,平茂勝,303,345,803000,2020-06-12
19739,雌,美津照重,安福久,平茂勝,安平,315,305,783000,2020-06-12
19740,去勢,美津照重,安福久,平茂晴,安糸福,284,364,878000,2020-06-12
19741,去勢,美津照重,安福久,隆桜,平茂勝,312,218,399000,2020-06-12
19742,去勢,美津照重,安茂勝,福栄,北国７の８,311,280,520000,2020-06-12
19743,雌,美津照重,華春福,安福久,平茂勝,287,270,500000,2020-06-12
19744,雌,美津照重,華春福,忠茂勝,神高福,292,304,487000,2020-06-12
19745,去勢,美津照重,喜亀忠,安福久,勝忠平,295,321,696000,2020-06-12
19746,去勢,美津照重,喜亀忠,勝忠平,第５隼福,288,323,607000,2020-06-12
19747,去勢,美津照重,喜亀忠,隆之国,忠茂勝,305,292,537000,2020-06-12
19748,雌,美津照重,亀勝,北国７の８,糸福（大）,301,298,452000,2020-06-12
19749,去勢,美津照重,菊花国,安福久,平茂勝,264,283,632000,2020-06-12
19750,去勢,美津照重,菊花国,平茂勝,糸秀,298,329,618000,2020-06-12
19751,去勢,美津照重,金幸,平茂勝,神高福,283,320,591000,2020-06-12
19752,去勢,美津照重,幸紀雄,平茂晴,安平照,281,310,550000,2020-06-12
19753,去勢,美津照重,幸紀雄,隆之国,安福久,282,293,618000,2020-06-12
19754,去勢,美津照重,勝早桜５,安福久,平茂勝,267,321,659000,2020-06-12
19755,雌,美津照重,勝忠平,安福久,金幸,297,277,546000,2020-06-12
19756,雌,美津照重,勝忠平,安福久,平茂勝,290,292,555000,2020-06-12
19757,雌,美津照重,勝忠平,安平,糸秀,282,277,552000,2020-06-12
19758,雌,美津照重,勝忠平,安平,福桜（宮）,298,322,523000,2020-06-12
19759,去勢,美津照重,勝忠平,金幸,平茂勝,293,362,704000,2020-06-12
19760,雌,美津照重,勝忠平,美津照,平茂勝,294,290,502000,2020-06-12
19761,雌,美津照重,勝忠平,平茂勝,金幸,288,271,503000,2020-06-12
19762,去勢,美津照重,勝忠平,平茂勝,祖母錦,278,309,541000,2020-06-12
